Place,Division Place,Division Entrants,Division,Age,Sex,State/Country,Time (seconds),Mile pace (seconds),From USA,Maine,Time (minutes)
2055,116,397,F2529,29,F,NH,3163,510,Yes,Away,52.717
2056,150,333,M5054,51,M,ME,3163,510,Yes,Maine,52.717
2057,177,357,M4549,45,M,ME,3163.2,510,Yes,Maine,52.72
2058,36,144,M6064,60,M,CT,3163.4,510,Yes,Away,52.723
2059,79,235,M5559,56,M,ME,3163.5,510,Yes,Maine,52.725
2060,70,237,F2024,21,F,ME,3163.5,510,Yes,Maine,52.725
2061,159,201,M1519,17,M,ME,3163.8,510,Yes,Maine,52.73
2062,21,229,F5054,53,F,CT,3164,510,Yes,Away,52.733
2063,149,246,M2529,25,M,ME,3164.4,510,Yes,Maine,52.74
2064,164,316,M3034,32,M,ME,3164.9,510,Yes,Maine,52.748
2065,81,394,F4044,41,F,MA,3165.3,510,Yes,Away,52.755
2066,117,397,F2529,27,F,ME,3166.2,510,Yes,Maine,52.77
2067,90,426,F3539,35,F,ME,3166.3,510,Yes,Maine,52.772
2068,195,412,M4044,42,M,NY,3166.8,510,Yes,Away,52.78
2069,82,394,F4044,42,F,ME,3167.4,510,Yes,Maine,52.79
2070,150,246,M2529,26,M,UT,3167.7,510,Yes,Away,52.795
2071,151,333,M5054,50,M,ME,3167.7,510,Yes,Maine,52.795
2072,120,471,F3034,31,F,NJ,3168,510,Yes,Away,52.8
2073,165,316,M3034,30,M,ME,3168,510,Yes,Maine,52.8
2074,121,471,F3034,34,F,ME,3168.1,510,Yes,Maine,52.802
2075,59,325,F4549,46,F,ME,3168.2,510,Yes,Maine,52.803
2076,118,397,F2529,26,F,ME,3168.3,510,Yes,Maine,52.805
2077,122,471,F3034,32,F,ME,3168.3,510,Yes,Maine,52.805
2078,166,316,M3034,32,M,ME,3168.5,510,Yes,Maine,52.808
2079,48,174,F1519,18,F,ME,3168.7,510,Yes,Maine,52.812
2080,83,394,F4044,40,F,ME,3168.9,510,Yes,Maine,52.815
2081,178,357,M4549,47,M,ME,3169.1,511,Yes,Maine,52.818
2082,151,246,M2529,28,M,MA,3169.2,511,Yes,Away,52.82
2083,119,397,F2529,28,F,MA,3169.3,511,Yes,Away,52.822
2084,196,412,M4044,44,M,ME,3170,511,Yes,Maine,52.833
2085,179,357,M4549,47,M,ME,3171.9,511,Yes,Maine,52.865
2086,180,357,M4549,46,M,FL,3172.5,511,Yes,Away,52.875
2087,84,394,F4044,40,F,ME,3173.1,511,Yes,Maine,52.885
2088,120,397,F2529,26,F,MA,3173.5,511,Yes,Away,52.892
2089,121,397,F2529,27,F,CT,3173.8,511,Yes,Away,52.897
2090,15,62,M6569,66,M,ME,3174.2,511,Yes,Maine,52.903
2091,175,335,M3539,35,M,MA,3174.3,511,Yes,Away,52.905
2092,197,412,M4044,42,M,NH,3174.4,511,Yes,Away,52.907
2093,198,412,M4044,40,M,ME,3174.4,511,Yes,Maine,52.907
2094,176,335,M3539,35,M,ME,3174.4,511,Yes,Maine,52.907
2095,7,33,F0114,13,F,ME,3174.5,511,Yes,Maine,52.908
2096,177,335,M3539,35,M,ME,3174.9,511,Yes,Maine,52.915
2097,71,237,F2024,24,F,ME,3175,511,Yes,Maine,52.917
2098,199,412,M4044,44,M,ME,3175.1,511,Yes,Maine,52.918
2099,123,471,F3034,30,F,NY,3175.3,511,Yes,Away,52.922
2100,152,333,M5054,52,M,ME,3175.3,512,Yes,Maine,52.922
2101,124,471,F3034,34,F,RI,3175.4,512,Yes,Away,52.923
2102,91,426,F3539,37,F,ME,3175.8,512,Yes,Maine,52.93
2103,37,144,M6064,60,M,ME,3175.9,512,Yes,Maine,52.932
2104,72,237,F2024,21,F,ME,3176,512,Yes,Maine,52.933
2105,152,246,M2529,29,M,ME,3176.1,512,Yes,Maine,52.935
2106,125,186,M2024,23,M,PA,3177.7,512,Yes,Away,52.962
2107,181,357,M4549,47,M,ME,3178.1,512,Yes,Maine,52.968
2108,178,335,M3539,36,M,ME,3179,512,Yes,Maine,52.983
2109,167,316,M3034,30,M,ME,3179.1,512,Yes,Maine,52.985
2110,73,237,F2024,22,F,ME,3179.7,512,Yes,Maine,52.995
2111,200,412,M4044,40,M,ME,3181.1,512,Yes,Maine,53.018
2112,122,397,F2529,27,F,ME,3181.2,512,Yes,Maine,53.02
2113,80,235,M5559,55,M,ME,3181.2,512,Yes,Maine,53.02
2114,125,471,F3034,31,F,MA,3181.2,512,Yes,Away,53.02
2115,81,235,M5559,57,M,ME,3181.4,512,Yes,Maine,53.023
2116,179,335,M3539,38,M,RI,3182,513,Yes,Away,53.033
2117,160,201,M1519,16,M,ME,3182.1,513,Yes,Maine,53.035
2118,123,397,F2529,26,F,ME,3182.7,513,Yes,Maine,53.045
2119,85,394,F4044,42,F,ME,3182.8,513,Yes,Maine,53.047
2120,74,237,F2024,23,F,VA,3183.3,513,Yes,Away,53.055
2121,180,335,M3539,35,M,ME,3183.5,513,Yes,Maine,53.058
2122,8,33,F0114,12,F,ME,3183.6,513,Yes,Maine,53.06
2123,60,325,F4549,46,F,MA,3183.9,513,Yes,Away,53.065
2124,92,426,F3539,39,F,ME,3184.1,513,Yes,Maine,53.068
2125,153,333,M5054,54,M,ME,3185.2,513,Yes,Maine,53.087
2126,168,316,M3034,30,M,MA,3185.4,513,Yes,Away,53.09
2127,22,57,M0114,12,M,ME,3185.4,513,Yes,Maine,53.09
2128,181,335,M3539,37,M,ME,3185.6,513,Yes,Maine,53.093
2129,93,426,F3539,39,F,ME,3185.9,513,Yes,Maine,53.098
2130,154,333,M5054,54,M,ME,3186.3,513,Yes,Maine,53.105
2131,161,201,M1519,16,M,ME,3186.8,513,Yes,Maine,53.113
2132,201,412,M4044,43,M,ME,3186.9,513,Yes,Maine,53.115
2133,126,186,M2024,20,M,ME,3187,513,Yes,Maine,53.117
2134,94,426,F3539,39,F,ME,3187.8,514,Yes,Maine,53.13
2135,86,394,F4044,40,F,ME,3188,514,Yes,Maine,53.133
2136,127,186,M2024,20,M,ME,3188.4,514,Yes,Maine,53.14
2137,12,142,F5559,55,F,NC,3188.4,514,Yes,Away,53.14
2138,155,333,M5054,50,M,ME,3188.8,514,Yes,Maine,53.147
2139,169,316,M3034,34,M,ME,3189.7,514,Yes,Maine,53.162
2140,95,426,F3539,37,F,ME,3189.9,514,Yes,Maine,53.165
2141,182,357,M4549,49,M,ME,3190.8,514,Yes,Maine,53.18
2142,9,33,F0114,14,F,NH,3191.3,514,Yes,Away,53.188
2143,126,471,F3034,32,F,ME,3191.6,514,Yes,Maine,53.193
2144,183,357,M4549,48,M,ME,3191.8,514,Yes,Maine,53.197
2145,156,333,M5054,52,M,ME,3191.8,514,Yes,Maine,53.197
2146,82,235,M5559,58,M,ME,3191.9,514,Yes,Maine,53.198
2147,202,412,M4044,42,M,MA,3192.1,514,Yes,Away,53.202
2148,182,335,M3539,39,M,ME,3192.1,514,Yes,Maine,53.202
2149,170,316,M3034,30,M,ME,3192.4,514,Yes,Maine,53.207
2150,203,412,M4044,43,M,ME,3192.6,514,Yes,Maine,53.21
2151,38,144,M6064,60,M,ME,3192.9,514,Yes,Maine,53.215
2152,171,316,M3034,31,M,MA,3193,514,Yes,Away,53.217
2153,16,62,M6569,65,M,VT,3193,514,Yes,Away,53.217
2154,87,394,F4044,42,F,ME,3193.1,514,Yes,Maine,53.218
2155,124,397,F2529,27,F,ME,3193.1,514,Yes,Maine,53.218
2156,83,235,M5559,59,M,MO,3193.2,514,Yes,Away,53.22
2157,22,229,F5054,50,F,ME,3193.3,514,Yes,Maine,53.222
2158,204,412,M4044,42,M,MA,3193.4,514,Yes,Away,53.223
2159,162,201,M1519,19,M,PA,3193.7,514,Yes,Away,53.228
2160,6,72,F6064,62,F,ME,3194.6,515,Yes,Maine,53.243
2161,183,335,M3539,39,M,ME,3195,515,Yes,Maine,53.25
2162,205,412,M4044,42,M,ME,3195.3,515,Yes,Maine,53.255
2163,184,335,M3539,36,M,ME,3195.4,515,Yes,Maine,53.257
2164,185,335,M3539,38,M,CT,3195.4,515,Yes,Away,53.257
2165,206,412,M4044,43,M,ME,3195.5,515,Yes,Maine,53.258
2166,61,325,F4549,49,F,ME,3195.7,515,Yes,Maine,53.262
2167,184,357,M4549,47,M,ME,3196.5,515,Yes,Maine,53.275
2168,75,237,F2024,21,F,ME,3196.5,515,Yes,Maine,53.275
2169,96,426,F3539,36,F,MA,3196.6,515,Yes,Away,53.277
2170,157,333,M5054,50,M,ME,3196.7,515,Yes,Maine,53.278
2171,127,471,F3034,33,F,ME,3197,515,Yes,Maine,53.283
2172,207,412,M4044,44,M,IL,3197.2,515,Yes,Away,53.287
2173,185,357,M4549,48,M,ME,3198,515,Yes,Maine,53.3
2174,84,235,M5559,56,M,ME,3198.7,515,Yes,Maine,53.312
2175,88,394,F4044,43,F,ME,3199.3,515,Yes,Maine,53.322
2176,39,144,M6064,61,M,MA,3199.7,515,Yes,Away,53.328
2177,13,142,F5559,55,F,NE,3199.9,515,Yes,Away,53.332
2178,23,229,F5054,53,F,PA,3200.1,516,Yes,Away,53.335
2179,85,235,M5559,59,M,ME,3200.3,516,Yes,Maine,53.338
2180,186,335,M3539,36,M,ME,3201.3,516,Yes,Maine,53.355
2181,49,174,F1519,17,F,ME,3201.3,516,Yes,Maine,53.355
2182,97,426,F3539,39,F,ME,3201.4,516,Yes,Maine,53.357
2183,86,235,M5559,55,M,MA,3203.4,516,Yes,Away,53.39
2184,89,394,F4044,40,F,ME,3203.5,516,Yes,Maine,53.392
2185,128,186,M2024,23,M,RI,3203.6,516,Yes,Away,53.393
2186,158,333,M5054,54,M,ME,3205,516,Yes,Maine,53.417
2187,186,357,M4549,45,M,ME,3205.1,516,Yes,Maine,53.418
2188,90,394,F4044,40,F,ME,3205.4,516,Yes,Maine,53.423
2189,187,357,M4549,47,M,ME,3205.6,516,Yes,Maine,53.427
2190,172,316,M3034,33,M,ME,3205.6,516,Yes,Maine,53.427
2191,98,426,F3539,35,F,ME,3206.7,517,Yes,Maine,53.445
2192,87,235,M5559,55,M,ME,3206.7,517,Yes,Maine,53.445
2193,163,201,M1519,15,M,ME,3207.6,517,Yes,Maine,53.46
2194,1,23,M7074,72,M,ME,3207.7,517,Yes,Maine,53.462
2195,125,397,F2529,25,F,ME,3208.1,517,Yes,Maine,53.468
2196,76,237,F2024,21,F,ME,3208.5,517,Yes,Maine,53.475
2197,128,471,F3034,31,F,NY,3208.7,517,Yes,Away,53.478
2198,91,394,F4044,42,F,ME,3209.1,517,Yes,Maine,53.485
2199,126,397,F2529,26,F,MA,3209.1,517,Yes,Away,53.485
2200,88,235,M5559,55,M,ME,3209.2,517,Yes,Maine,53.487
2201,208,412,M4044,44,M,ME,3209.2,517,Yes,Maine,53.487
2202,209,412,M4044,41,M,ME,3210.1,517,Yes,Maine,53.502
2203,99,426,F3539,38,F,ME,3210.1,517,Yes,Maine,53.502
2204,129,471,F3034,33,F,NY,3210.3,517,Yes,Away,53.505
2205,210,412,M4044,43,M,ME,3210.5,517,Yes,Maine,53.508
2206,100,426,F3539,39,F,ME,3210.9,517,Yes,Maine,53.515
2207,187,335,M3539,36,M,CO,3211.2,517,Yes,Away,53.52
2208,89,235,M5559,59,M,ME,3211.5,517,Yes,Maine,53.525
2209,101,426,F3539,35,F,MA,3211.5,517,Yes,Away,53.525
2210,159,333,M5054,54,M,ME,3212,517,Yes,Maine,53.533
2211,153,246,M2529,27,M,ME,3212.4,517,Yes,Maine,53.54
2212,62,325,F4549,49,F,ME,3212.7,518,Yes,Maine,53.545
2213,24,229,F5054,53,F,ME,3212.8,518,Yes,Maine,53.547
2214,211,412,M4044,42,M,ME,3213.1,518,Yes,Maine,53.552
2215,188,357,M4549,48,M,ME,3213.3,518,Yes,Maine,53.555
2216,102,426,F3539,38,F,ME,3213.6,518,Yes,Maine,53.56
2217,25,229,F5054,54,F,ME,3213.6,518,Yes,Maine,53.56
2218,77,237,F2024,24,F,ME,3213.9,518,Yes,Maine,53.565
2219,173,316,M3034,30,M,ME,3214,518,Yes,Maine,53.567
2220,212,412,M4044,40,M,ME,3214.1,518,Yes,Maine,53.568
2221,92,394,F4044,41,F,ME,3214.4,518,Yes,Maine,53.573
2222,103,426,F3539,35,F,ME,3214.7,518,Yes,Maine,53.578
2223,160,333,M5054,54,M,ME,3214.8,518,Yes,Maine,53.58
2224,164,201,M1519,15,M,ME,3214.9,518,Yes,Maine,53.582
2225,174,316,M3034,33,M,ME,3215.5,518,Yes,Maine,53.592
2226,26,229,F5054,50,F,ME,3215.5,518,Yes,Maine,53.592
2227,50,174,F1519,19,F,ME,3216.5,518,Yes,Maine,53.608
2228,189,357,M4549,46,M,MA,3216.5,518,Yes,Away,53.608
2229,127,397,F2529,26,F,MA,3217.1,518,Yes,Away,53.618
2230,90,235,M5559,59,M,ME,3217.3,518,Yes,Maine,53.622
2231,27,229,F5054,54,F,ME,3217.8,518,Yes,Maine,53.63
2232,104,426,F3539,35,F,MA,3217.9,518,Yes,Away,53.632
2233,40,144,M6064,61,M,ME,3218,518,Yes,Maine,53.633
2234,213,412,M4044,44,M,ME,3218.1,518,Yes,Maine,53.635
2235,214,412,M4044,43,M,ME,3219.5,519,Yes,Maine,53.658
2236,51,174,F1519,16,F,ME,3219.6,519,Yes,Maine,53.66
2237,215,412,M4044,43,M,MA,3220.4,519,Yes,Away,53.673
2238,130,471,F3034,32,F,ME,3220.8,519,Yes,Maine,53.68
2239,91,235,M5559,57,M,ME,3221,519,Yes,Maine,53.683
2240,105,426,F3539,39,F,ME,3222.1,519,Yes,Maine,53.702
2241,128,397,F2529,27,F,MA,3222.8,519,Yes,Away,53.713
2242,78,237,F2024,23,F,ME,3222.8,519,Yes,Maine,53.713
2243,106,426,F3539,37,F,CT,3223.1,519,Yes,Away,53.718
2244,107,426,F3539,38,F,ME,3223.1,519,Yes,Maine,53.718
2245,216,412,M4044,41,M,ME,3223.5,519,Yes,Maine,53.725
2246,28,229,F5054,54,F,ME,3223.7,519,Yes,Maine,53.728
2247,188,335,M3539,39,M,ME,3223.7,519,Yes,Maine,53.728
2248,161,333,M5054,54,M,ME,3223.7,519,Yes,Maine,53.728
2249,131,471,F3034,30,F,CA,3223.8,519,Yes,Away,53.73
2250,189,335,M3539,38,M,NY,3223.9,519,Yes,Away,53.732
2251,93,394,F4044,42,F,ME,3224.3,519,Yes,Maine,53.738
2252,92,235,M5559,57,M,ME,3224.4,519,Yes,Maine,53.74
2253,29,229,F5054,52,F,ME,3224.4,519,Yes,Maine,53.74
2254,129,397,F2529,26,F,ME,3224.8,519,Yes,Maine,53.747
2255,175,316,M3034,32,M,ME,3224.9,519,Yes,Maine,53.748
2256,129,186,M2024,20,M,CT,3225,520,Yes,Away,53.75
2257,108,426,F3539,39,F,VT,3225.1,520,Yes,Away,53.752
2258,132,471,F3034,33,F,ME,3225.2,520,Yes,Maine,53.753
2259,14,142,F5559,56,F,ME,3225.6,520,Yes,Maine,53.76
2260,79,237,F2024,24,F,ME,3225.6,520,Yes,Maine,53.76
2261,109,426,F3539,39,F,MA,3225.6,520,Yes,Away,53.76
2262,93,235,M5559,59,M,ME,3225.7,520,Yes,Maine,53.762
2263,110,426,F3539,37,F,MA,3226.5,520,Yes,Away,53.775
2264,80,237,F2024,21,F,NH,3226.9,520,Yes,Away,53.782
2265,217,412,M4044,44,M,ME,3227.2,520,Yes,Maine,53.787
2266,162,333,M5054,53,M,ME,3227.7,520,Yes,Maine,53.795
2267,165,201,M1519,18,M,ME,3227.8,520,Yes,Maine,53.797
2268,163,333,M5054,53,M,NH,3228.1,520,Yes,Away,53.802
2269,154,246,M2529,27,M,ME,3228.2,520,Yes,Maine,53.803
2270,218,412,M4044,44,M,ME,3228.3,520,Yes,Maine,53.805
2271,15,142,F5559,55,F,ME,3228.3,520,Yes,Maine,53.805
2272,190,357,M4549,45,M,ME,3228.4,520,Yes,Maine,53.807
2273,52,174,F1519,15,F,ME,3228.4,520,Yes,Maine,53.807
2274,191,357,M4549,45,M,ME,3228.8,520,Yes,Maine,53.813
2275,219,412,M4044,44,M,ME,3229.2,520,Yes,Maine,53.82
2276,111,426,F3539,37,F,ME,3229.3,520,Yes,Maine,53.822
2277,130,397,F2529,27,F,NJ,3229.6,520,Yes,Away,53.827
2278,133,471,F3034,31,F,MA,3229.7,520,Yes,Away,53.828
2279,131,397,F2529,29,F,MA,3230.1,520,Yes,Away,53.835
2280,176,316,M3034,34,M,ME,3230.3,520,Yes,Maine,53.838
2281,81,237,F2024,21,F,ME,3230.4,520,Yes,Maine,53.84
2282,166,201,M1519,19,M,ME,3230.4,520,Yes,Maine,53.84
2283,94,235,M5559,55,M,ME,3231.3,521,Yes,Maine,53.855
2284,112,426,F3539,36,F,RI,3231.8,521,Yes,Away,53.863
2285,132,397,F2529,25,F,MA,3232.2,521,Yes,Away,53.87
2286,133,397,F2529,25,F,ME,3232.6,521,Yes,Maine,53.877
2287,177,316,M3034,34,M,ME,3233,521,Yes,Maine,53.883
2288,220,412,M4044,42,M,ME,3233.2,521,Yes,Maine,53.887
2289,134,397,F2529,28,F,MA,3233.3,521,Yes,Away,53.888
2290,164,333,M5054,50,M,MD,3233.3,521,Yes,Away,53.888
2291,165,333,M5054,53,M,ME,3233.3,521,Yes,Maine,53.888
2292,155,246,M2529,29,M,MA,3233.6,521,Yes,Away,53.893
2293,135,397,F2529,29,F,ME,3233.6,521,Yes,Maine,53.893
2294,190,335,M3539,35,M,ME,3233.6,521,Yes,Maine,53.893
2295,134,471,F3034,33,F,NY,3234.9,521,Yes,Away,53.915
2296,156,246,M2529,29,M,ME,3235,521,Yes,Maine,53.917
2297,192,357,M4549,45,M,ME,3235.3,521,Yes,Maine,53.922
2298,82,237,F2024,20,F,ME,3235.4,521,Yes,Maine,53.923
2299,63,325,F4549,48,F,ME,3235.5,521,Yes,Maine,53.925
2300,83,237,F2024,22,F,VA,3236.3,521,Yes,Away,53.938
2301,221,412,M4044,43,M,ME,3236.4,521,Yes,Maine,53.94
2302,130,186,M2024,22,M,ME,3236.4,521,Yes,Maine,53.94
2303,191,335,M3539,37,M,NY,3236.9,521,Yes,Away,53.948
2304,95,235,M5559,55,M,ME,3237,521,Yes,Maine,53.95
2305,135,471,F3034,33,F,ME,3237.2,521,Yes,Maine,53.953
2306,41,144,M6064,61,M,ME,3237.7,522,Yes,Maine,53.962
2307,53,174,F1519,17,F,ME,3237.8,522,Yes,Maine,53.963
2308,131,186,M2024,22,M,ME,3238,522,Yes,Maine,53.967
2309,96,235,M5559,57,M,ME,3238.2,522,Yes,Maine,53.97
2310,193,357,M4549,46,M,MA,3238.8,522,Yes,Away,53.98
2311,42,144,M6064,61,M,MA,3238.9,522,Yes,Away,53.982
2312,84,237,F2024,20,F,ME,3239.1,522,Yes,Maine,53.985
2313,178,316,M3034,34,M,ME,3239.1,522,Yes,Maine,53.985
2314,222,412,M4044,40,M,ME,3239.5,522,Yes,Maine,53.992
2315,64,325,F4549,47,F,VT,3239.7,522,Yes,Away,53.995
2316,97,235,M5559,57,M,ME,3240.3,522,Yes,Maine,54.005
2317,30,229,F5054,53,F,ME,3240.7,522,Yes,Maine,54.012
2318,94,394,F4044,41,F,ME,3241,522,Yes,Maine,54.017
2319,179,316,M3034,34,M,ME,3241.7,522,Yes,Maine,54.028
2320,85,237,F2024,23,F,ME,3242,522,Yes,Maine,54.033
2321,31,229,F5054,53,F,MA,3242.2,522,Yes,Away,54.037
2322,23,57,M0114,9,M,ME,3242.4,522,Yes,Maine,54.04
2323,136,397,F2529,29,F,ME,3242.5,522,Yes,Maine,54.042
2324,98,235,M5559,57,M,NH,3242.5,522,Yes,Away,54.042
2325,194,357,M4549,47,M,ME,3242.5,522,Yes,Maine,54.042
2326,166,333,M5054,53,M,MA,3242.9,522,Yes,Away,54.048
2327,65,325,F4549,45,F,ME,3243.1,522,Yes,Maine,54.052
2328,86,237,F2024,23,F,ME,3243.4,522,Yes,Maine,54.057
2329,66,325,F4549,45,F,NC,3243.5,522,Yes,Away,54.058
2330,95,394,F4044,43,F,NJ,3243.5,522,Yes,Away,54.058
2331,192,335,M3539,39,M,ME,3243.6,522,Yes,Maine,54.06
2332,193,335,M3539,37,M,ME,3243.6,523,Yes,Maine,54.06
2333,99,235,M5559,59,M,ME,3244,523,Yes,Maine,54.067
2334,43,144,M6064,61,M,ME,3244.3,523,Yes,Maine,54.072
2335,136,471,F3034,31,F,ME,3244.9,523,Yes,Maine,54.082
2336,32,229,F5054,54,F,CANADA,3245.1,523,No,Away,54.085
2337,87,237,F2024,24,F,VT,3245.4,523,Yes,Away,54.09
2338,100,235,M5559,56,M,ME,3245.7,523,Yes,Maine,54.095
2339,137,471,F3034,34,F,ME,3246.2,523,Yes,Maine,54.103
2340,17,62,M6569,68,M,MA,3246.5,523,Yes,Away,54.108
2341,137,397,F2529,25,F,ME,3246.9,523,Yes,Maine,54.115
2342,195,357,M4549,49,M,ME,3247,523,Yes,Maine,54.117
2343,157,246,M2529,28,M,ME,3247.1,523,Yes,Maine,54.118
2344,96,394,F4044,43,F,MA,3247.3,523,Yes,Away,54.122
2345,223,412,M4044,42,M,ME,3247.5,523,Yes,Maine,54.125
2346,167,333,M5054,50,M,ME,3247.7,523,Yes,Maine,54.128
2347,158,246,M2529,29,M,NY,3248.1,523,Yes,Away,54.135
2348,101,235,M5559,57,M,ME,3248.6,523,Yes,Maine,54.143
2349,138,471,F3034,33,F,MA,3248.7,523,Yes,Away,54.145
2350,224,412,M4044,42,M,MA,3248.9,523,Yes,Away,54.148
2351,16,142,F5559,57,F,ME,3249.1,523,Yes,Maine,54.152
2352,225,412,M4044,44,M,ME,3249.7,523,Yes,Maine,54.162
2353,196,357,M4549,47,M,ME,3249.8,523,Yes,Maine,54.163
2354,139,471,F3034,33,F,ME,3249.8,523,Yes,Maine,54.163
2355,180,316,M3034,31,M,ME,3249.9,524,Yes,Maine,54.165
2356,226,412,M4044,40,M,ME,3250.1,524,Yes,Maine,54.168
2357,67,325,F4549,48,F,ME,3250.5,524,Yes,Maine,54.175
2358,227,412,M4044,40,M,ME,3251,524,Yes,Maine,54.183
2359,97,394,F4044,41,F,ME,3251.2,524,Yes,Maine,54.187
2360,113,426,F3539,38,F,ME,3251.3,524,Yes,Maine,54.188
2361,44,144,M6064,60,M,ME,3251.6,524,Yes,Maine,54.193
2362,132,186,M2024,20,M,ME,3252.8,524,Yes,Maine,54.213
2363,114,426,F3539,39,F,ME,3253,524,Yes,Maine,54.217
2364,88,237,F2024,20,F,ME,3253.5,524,Yes,Maine,54.225
2365,68,325,F4549,45,F,ME,3253.6,524,Yes,Maine,54.227
2366,197,357,M4549,49,M,ME,3253.9,524,Yes,Maine,54.232
2367,168,333,M5054,53,M,ME,3254.2,524,Yes,Maine,54.237
2368,228,412,M4044,41,M,ME,3254.2,524,Yes,Maine,54.237
2369,115,426,F3539,36,F,ME,3254.3,524,Yes,Maine,54.238
2370,17,142,F5559,59,F,ME,3254.3,524,Yes,Maine,54.238
2371,98,394,F4044,40,F,ME,3254.3,524,Yes,Maine,54.238
2372,181,316,M3034,34,M,ME,3256,524,Yes,Maine,54.267
2373,102,235,M5559,57,M,CA,3256.1,524,Yes,Away,54.268
2374,45,144,M6064,61,M,ME,3256.6,525,Yes,Maine,54.277
2375,169,333,M5054,51,M,ME,3257.2,525,Yes,Maine,54.287
2376,103,235,M5559,56,M,ME,3257.4,525,Yes,Maine,54.29
2377,182,316,M3034,30,M,ME,3257.5,525,Yes,Maine,54.292
2378,138,397,F2529,26,F,ME,3257.7,525,Yes,Maine,54.295
2379,198,357,M4549,49,M,ME,3257.7,525,Yes,Maine,54.295
2380,69,325,F4549,46,F,ME,3257.9,525,Yes,Maine,54.298
2381,116,426,F3539,37,F,ME,3258,525,Yes,Maine,54.3
2382,140,471,F3034,31,F,ME,3258.1,525,Yes,Maine,54.302
2383,170,333,M5054,50,M,ME,3258.5,525,Yes,Maine,54.308
2384,194,335,M3539,36,M,ME,3258.9,525,Yes,Maine,54.315
2385,139,397,F2529,29,F,ME,3258.9,525,Yes,Maine,54.315
2386,70,325,F4549,45,F,NH,3259,525,Yes,Away,54.317
2387,71,325,F4549,45,F,NJ,3259,525,Yes,Away,54.317
2388,229,412,M4044,42,M,GA,3259.2,525,Yes,Away,54.32
2389,195,335,M3539,35,M,ME,3259.3,525,Yes,Maine,54.322
2390,141,471,F3034,33,F,ME,3259.5,525,Yes,Maine,54.325
2391,171,333,M5054,52,M,ME,3259.6,525,Yes,Maine,54.327
2392,230,412,M4044,43,M,ME,3259.7,525,Yes,Maine,54.328
2393,231,412,M4044,43,M,ME,3259.8,525,Yes,Maine,54.33
2394,232,412,M4044,40,M,ME,3259.8,525,Yes,Maine,54.33
2395,233,412,M4044,44,M,ME,3259.8,525,Yes,Maine,54.33
2396,234,412,M4044,40,M,ME,3259.9,525,Yes,Maine,54.332
2397,117,426,F3539,38,F,ME,3260.2,525,Yes,Maine,54.337
2398,235,412,M4044,41,M,ME,3261.2,525,Yes,Maine,54.353
2399,183,316,M3034,30,M,MA,3261.9,525,Yes,Away,54.365
2400,54,174,F1519,16,F,ME,3262,525,Yes,Maine,54.367
2401,159,246,M2529,26,M,ME,3262.3,526,Yes,Maine,54.372
2402,236,412,M4044,41,M,ME,3262.3,526,Yes,Maine,54.372
2403,133,186,M2024,23,M,ME,3262.4,526,Yes,Maine,54.373
2404,118,426,F3539,39,F,ME,3262.4,526,Yes,Maine,54.373
2405,172,333,M5054,53,M,ME,3262.6,526,Yes,Maine,54.377
2406,10,33,F0114,12,F,ME,3262.7,526,Yes,Maine,54.378
2407,134,186,M2024,22,M,ME,3263.3,526,Yes,Maine,54.388
2408,18,142,F5559,58,F,ME,3263.5,526,Yes,Maine,54.392
2409,173,333,M5054,51,M,CANADA,3263.7,526,No,Away,54.395
2410,142,471,F3034,33,F,ME,3263.9,526,Yes,Maine,54.398
2411,199,357,M4549,45,M,MA,3263.9,526,Yes,Away,54.398
2412,140,397,F2529,27,F,NH,3264.2,526,Yes,Away,54.403
2413,119,426,F3539,36,F,ME,3264.4,526,Yes,Maine,54.407
2414,184,316,M3034,31,M,ME,3264.6,526,Yes,Maine,54.41
2415,237,412,M4044,44,M,ME,3264.6,526,Yes,Maine,54.41
2416,185,316,M3034,30,M,ME,3264.6,526,Yes,Maine,54.41
2417,200,357,M4549,49,M,ME,3264.8,526,Yes,Maine,54.413
2418,201,357,M4549,47,M,MA,3265.4,526,Yes,Away,54.423
2419,141,397,F2529,25,F,ME,3266,526,Yes,Maine,54.433
2420,46,144,M6064,63,M,ME,3266.7,526,Yes,Maine,54.445
2421,99,394,F4044,40,F,ME,3266.7,526,Yes,Maine,54.445
2422,89,237,F2024,21,F,ME,3267,526,Yes,Maine,54.45
2423,100,394,F4044,40,F,ME,3267.5,526,Yes,Maine,54.458
2424,238,412,M4044,42,M,ME,3267.6,526,Yes,Maine,54.46
2425,90,237,F2024,23,F,ME,3267.6,526,Yes,Maine,54.46
2426,174,333,M5054,52,M,ME,3267.7,526,Yes,Maine,54.462
2427,142,397,F2529,26,F,ME,3268,526,Yes,Maine,54.467
2428,91,237,F2024,21,F,ME,3268,526,Yes,Maine,54.467
2429,143,471,F3034,32,F,ME,3268.9,527,Yes,Maine,54.482
2430,160,246,M2529,29,M,NY,3269,527,Yes,Away,54.483
2431,196,335,M3539,37,M,MA,3269.6,527,Yes,Away,54.493
2432,101,394,F4044,42,F,ME,3269.9,527,Yes,Maine,54.498
2433,186,316,M3034,33,M,ME,3270.1,527,Yes,Maine,54.502
2434,143,397,F2529,26,F,MA,3270.1,527,Yes,Away,54.502
2435,175,333,M5054,50,M,ME,3270.5,527,Yes,Maine,54.508
